1.000000000000000000e+00	0.000000000000000000e+00
9.999988952099999606e-01	-1.567443568299999996e-07
9.999954981899999984e-01	-6.387010343599999748e-07
9.999920875300000178e-01	-1.122591205900000061e-06
9.999886631700000139e-01	-1.608422619700000015e-06
9.999852250599999826e-01	-2.096203055199999839e-06
9.999817731400000298e-01	-2.585940322900000071e-06
9.999783073600000405e-01	-3.077642264200000125e-06
9.999748276600000096e-01	-3.571316752400000090e-06
9.999713339800000433e-01	-4.066971691899999712e-06
9.999678262800000272e-01	-4.564615018800000113e-06
9.999643044799999547e-01	-5.064254700999999843e-06
9.999607685500000454e-01	-5.565898738300000242e-06
9.999572184099999594e-01	-6.069555162099999931e-06
9.999536540100000259e-01	-6.575232036500000071e-06
9.999500753000000186e-01	-7.082937457299999814e-06
9.999464822200000436e-01	-7.592679553099999867e-06
9.999428747099999848e-01	-8.104466484599999224e-06
9.999392527099999484e-01	-8.618306445500000703e-06
9.999356161600000403e-01	-9.134207661999999776e-06
9.999319650100000345e-01	-9.652178393400000686e-06
9.999282992000000370e-01	-1.017222693199999964e-05
9.999246186600000419e-01	-1.069436160200000073e-05
9.999209233400000452e-01	-1.121859076400000042e-05
9.999172131800000418e-01	-1.174492280800000056e-05
9.999134881300000277e-01	-1.227336616199999995e-05
9.999097481099999962e-01	-1.280392928199999963e-05
9.999059930700000542e-01	-1.333662066399999992e-05
9.999022229499999748e-01	-1.387144883400000062e-05
9.998984376899999749e-01	-1.440842235200000059e-05
9.998946372300000496e-01	-1.494754981500000043e-05
9.998908214999999711e-01	-1.548883985199999913e-05
9.998869904499999572e-01	-1.603230112699999849e-05
9.998831440200000031e-01	-1.657794233900000135e-05
9.998792821299999911e-01	-1.712577222100000119e-05
9.998754047400000289e-01	-1.767579954299999996e-05
9.998715117799999996e-01	-1.822803310599999940e-05
9.998676031800000086e-01	-1.878248175100000056e-05
9.998636788800000508e-01	-1.933915435100000123e-05
9.998597388300000111e-01	-1.989805981500000057e-05
9.998557829499999938e-01	-2.045920708999999981e-05
9.998518111799999941e-01	-2.102260515399999996e-05
9.998478234600000070e-01	-2.158826302600000166e-05
9.998438197300000274e-01	-2.215618975699999889e-05
9.998397999200000497e-01	-2.272639443799999846e-05
9.998357639699999577e-01	-2.329888619200000055e-05
9.998317117999999670e-01	-2.387367418300000155e-05
9.998276433599999624e-01	-2.445076760700000136e-05
9.998235585900000499e-01	-2.503017569999999918e-05
9.998194574100000009e-01	-2.561190773399999899e-05
9.998153397500000317e-01	-2.619597301799999974e-05
9.998112055600000270e-01	-2.678238089899999901e-05
9.998070547699999810e-01	-2.737114075899999886e-05
9.998028873099999991e-01	-2.796226202000000064e-05
9.997987031099999644e-01	-2.855575414000000034e-05
9.997945021099999829e-01	-2.915162661499999937e-05
9.997902842300000481e-01	-2.974988898099999843e-05
9.997860494200000447e-01	-3.035055080999999965e-05
9.997817975999999662e-01	-3.095362171099999668e-05
9.997775287000000288e-01	-3.155911133499999670e-05
9.997732426600000055e-01	-3.216702937000000181e-05
9.997689394100000015e-01	-3.277738553999999857e-05
9.997646188700000103e-01	-3.339018961200000094e-05
9.997602809900000276e-01	-3.400545138900000052e-05
9.997559256800000460e-01	-3.462318071500000211e-05
