Time,Length,Radius,Wet mass,Cp,Ambient temperature,Starting temperature,Object temperature
0.0,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.55856643356645
1.552000000000021,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.569493006993
3.7120000000000175,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.5676719114219
5.26400000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.55674533799532
7.424000000000007,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.54035547785546
9.585000000000008,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.51718749999999
11.137,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.505078125
13.296999999999995,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.50234375
14.849000000000018,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.49765625
17.01000000000002,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.494921875
19.16900000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.48281250000001
20.72200000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.47421875000002
22.88200000000004,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.4578125
24.434,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.43750000000001
26.594000000000023,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.41718750000003
28.145999999999987,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.40625000000001
30.30600000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.3953125
31.85900000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.375
34.018,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.35468750000001
35.571,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.34375000000001
37.73100000000002,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.33281250000002
39.28299999999999,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.31250000000001
41.44300000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.29765625000002
42.99600000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.27890625
45.155,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.262109375
47.316,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.243359375
48.86699999999999,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.21875
51.02799999999999,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.19414062500002
53.18800000000002,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.17539062500002
54.73999999999998,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.15859375000002
56.900000000000006,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.13984375000001
58.453,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.13046875000002
60.614,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.10781250000001
62.16499999999999,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.08320312500001
64.326,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.0625
65.87699999999998,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.03632812500001
68.03799999999998,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.01953125000001
70.19800000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,78.00273437500002
71.751,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.99726562500003
73.91,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.98046875000001
75.463,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.96914062500001
77.62300000000002,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.94062500000001
79.17499999999998,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.90625000000001
81.33500000000001,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.87187500000002
82.888,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.84882812500003
85.047,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.8296875
86.6,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.80703125000001
88.76000000000002,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.79218750000003
90.31199999999998,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.78125000000001
92.472,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.7703125
94.025,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.75546875
96.18500000000004,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.73281250000001
97.737,0.1192,0.0326,0.402,0.84,20.7,78.569493006993,77.70820312500003
