Time,Length,Radius,Wet mass,Cp,Ambient temperature,Starting temperature,Object temperature
0.0,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.80244755244753
2.162000000000006,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.77229020979017
3.713999999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.75080128205124
5.876000000000005,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.73550407925403
7.427999999999997,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.72392191142187
9.590000000000003,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.7078125
11.141999999999996,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.68750000000001
13.304000000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.66718750000001
14.855999999999996,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.65625000000001
17.018,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.6453125
18.57,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.63046874999999
20.733000000000004,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.60781250000001
22.283999999999992,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.58320312500001
24.447000000000003,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.56250000000001
25.99799999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.541796875
28.161,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.52265625000001
29.71199999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.49765625
31.875,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.474609375
33.42699999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.44609375
35.589,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.434375
37.75199999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.403515625
39.303,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.36679687499999
41.46599999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.33203125
43.017,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.3125
45.17999999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.28750000000001
46.732,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.26054687500002
48.894000000000005,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.22968750000001
50.446,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.20820312500001
52.608,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.19062500000001
54.16,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.15625
56.32299999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.12734375
57.874,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.096484375
60.037000000000006,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.076953125
61.589,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.048046875
63.751000000000005,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,70.028515625
65.91399999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.99765625
67.465,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.97421875
69.62799999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.93750000000001
71.17999999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.90625000000001
73.34199999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.87500000000001
74.894,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.84375
77.05699999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.8125
78.608,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.77578125000001
80.77099999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.75234375000001
82.322,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.721484375
84.48499999999999,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.701953125
86.648,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.678515625
88.19899999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.65117187500002
90.362,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.61992187500002
91.91400000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.58476562500002
94.076,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.545703125
96.23799999999996,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.502734375
97.79,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.47656250000001
99.953,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.43515625
101.50499999999997,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.39570312500001
103.667,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.35468750000001
105.21899999999997,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.31757812500001
107.38199999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.28437500000001
108.93299999999996,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.26054687500002
111.09599999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.23281250000002
112.648,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.20312500000001
114.80999999999996,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.1734375
116.362,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.12500000000001
118.525,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.08203125
120.076,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.03906250000001
122.239,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,69.00585937500001
123.79,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.97695312500001
125.953,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.97656250000001
128.116,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.95546875000001
129.66799999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.93789062500001
131.83,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.903125
133.38199999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.86992187500002
135.545,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.8328125
137.09599999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.79726562500001
139.259,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.75000000000001
140.811,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.70273437500002
142.97400000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.66718750000003
144.525,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.63007812500003
146.68800000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.59687500000001
148.23999999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.567578125
150.40200000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.5421875
151.95399999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.526171875
154.117,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.50625000000001
155.66799999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.463671875
157.831,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.41718750000001
159.994,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.38007812500001
162.15599999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.34687500000001
163.70899999999995,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.31757812500001
165.871,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.29218750000001
167.42299999999997,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.270703125
169.58700000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.253125
171.138,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.22421875
173.30100000000002,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.1875
174.85299999999998,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.16171874999999
177.016,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.12812500000001
178.568,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.08320312500001
180.731,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.04218750000003
182.282,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,68.00507812500003
184.445,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.97187500000001
185.997,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.948046875
188.16,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.9203125
189.712,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.88515625000001
191.875,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.85781250000001
193.427,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.823046875
195.59,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.78437500000001
197.141,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.75507812500001
199.305,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.73515625000002
200.856,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.705859375
203.019,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.682421875
204.572,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.655078125
206.734,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.6140625
208.897,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.57460937500001
210.449,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.53320312500001
212.612,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.48632812500001
214.775,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.4546875
216.327,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.41953125000002
218.49,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.38632812500002
220.652,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.36054687500001
222.205,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.338671875
224.367,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.30195312500001
225.92,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.269140625
228.083,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.24375
230.246,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.210546875
231.798,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.18476562500001
233.96,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.14765625000001
235.513,0.0708,0.0326,0.192,0.84,6.0,70.80244755244753,67.11992187500002
